,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
4085,15000,0.2,80,12,13/05/2023,48,divorciado,1,19362.5762,13951.80958,2,1,,,,
4517,22000,0.4,80,18,13/07/2022,19,divorciado,1,5000.0,3630.302397,4,1,,,,
1625,45000,0.4,80,18,02/03/2023,21,soltero,0,21148.66879,10870.04897,1,1,,,,
760,50000,0.4,120,18,08/05/2023,41,casado,0,34227.6507,24156.80372,0,0,48970.51705,0.0,74.0,672.0
5681,34000,0.2,80,6,18/02/2023,33,divorciado,1,54420.85815,24644.50311,3,0,51312.38587,2.0,52.0,656.0
4696,45000,0.4,80,18,29/01/2023,18,union libre,0,40681.30036,24098.2722,2,0,49211.6736,0.0,36.0,497.0
1115,34000,0.4,60,18,27/07/2022,28,union libre,0,26338.77957,15162.05872,1,0,,,,
5582,50000,0.4,60,6,13/10/2022,32,casado,0,71703.0332,30463.05212,1,0,,,,
5806,34000,0.2,60,6,14/01/2023,18,divorciado,0,39639.29706,22248.43188,0,1,95599.42409,0.0,3.0,570.0
3003,50000,0.4,60,6,15/02/2023,19,casado,0,21070.85365,11202.5141,0,0,56318.71339,1.0,57.0,465.0
355,22000,0.2,80,6,20/10/2022,46,soltero,0,21126.18481,14534.95834,3,0,,,,
3837,15000,0.3,80,18,05/05/2023,31,divorciado,0,5000.0,5000.0,0,1,21906.50388,0.0,16.0,584.0
3031,22000,0.2,120,24,28/09/2022,47,casado,0,35585.31308,10920.26209,0,0,31794.1376,4.0,19.0,612.0
983,22000,0.3,80,12,04/08/2022,43,casado,1,15916.87616,13934.23155,0,0,89803.41303,1.0,47.0,450.0
4940,22000,0.4,120,12,15/12/2022,27,union libre,0,19463.72094,12597.26218,1,0,69549.78426,1.0,106.0,647.0
4325,50000,0.1,120,12,04/09/2022,38,union libre,1,27253.84342,16706.28743,2,0,,,,
2353,50000,0.2,80,6,16/07/2022,18,casado,0,17699.71554,13539.1332,2,0,31068.08508,1.0,24.0,662.0
5541,45000,0.1,60,24,17/12/2022,51,casado,0,41417.84656,23280.02402,0,0,9878.620553,1.0,5.0,507.0
1600,22000,0.2,60,24,07/10/2022,47,union libre,1,44387.9745,26584.3178,2,0,,,,
20,22000,0.4,60,12,25/04/2023,37,casado,0,12863.73574,4285.432475,3,0,11924.06216,1.0,33.0,415.0
897,22000,0.1,60,6,03/04/2023,44,divorciado,1,42007.4296,13666.14066,0,0,,,,
4387,45000,0.4,80,24,08/01/2023,63,soltero,1,53043.1806,41505.32229,0,1,103154.8961,1.0,31.0,557.0
887,50000,0.2,80,18,12/05/2023,45,soltero,1,31095.60559,20830.38455,4,0,32089.2037,1.0,15.0,604.0
4737,60000,0.2,80,6,03/08/2022,38,casado,0,13230.03169,7750.646603,3,1,,,,
1688,45000,0.3,80,24,07/03/2023,26,union libre,0,47037.47176,16277.66188,0,0,,,,
1963,34000,0.3,60,24,17/12/2022,27,casado,0,67315.71092,29932.00652,3,0,26930.47289,5.0,41.0,625.0
2249,22000,0.3,120,24,14/10/2022,60,divorciado,1,18018.93605,11251.4269,0,0,100733.7798,0.0,97.0,655.0
4060,34000,0.2,80,18,16/03/2023,45,union libre,0,17683.8478,12899.56675,1,1,26058.23921,0.0,71.0,511.0
2365,15000,0.3,80,18,12/01/2023,53,soltero,0,45480.86895,37735.97044,1,1,,,,
2433,50000,0.3,80,18,09/03/2023,43,divorciado,1,33939.22686,28428.35363,4,1,40124.89945,2.0,43.0,514.0
1491,45000,0.4,80,24,17/07/2022,62,divorciado,0,20868.68631,11607.39496,1,0,71335.78907,2.0,27.0,750.0
3429,50000,0.1,80,24,04/11/2022,50,divorciado,1,23157.49984,15263.78143,1,1,,,,
3158,22000,0.4,80,6,02/08/2022,41,divorciado,0,29187.22598,14594.89363,2,0,,,,
5986,60000,0.3,80,6,31/07/2022,57,casado,0,16407.36831,9839.992964,1,0,89440.16694,2.0,17.0,577.0
4793,45000,0.4,80,24,31/07/2022,39,casado,0,19421.51922,10746.00175,0,0,92647.57955,2.0,37.0,403.0
1609,50000,0.3,80,24,26/04/2023,38,divorciado,1,53192.69694,20200.58218,2,1,,,,
885,34000,0.1,120,18,22/03/2023,49,casado,0,5000.0,3001.222513,1,1,,,,
1434,22000,0.3,60,6,21/08/2022,67,divorciado,1,15679.49809,13948.68629,1,1,104029.9076,2.0,57.0,585.0
1032,15000,0.1,120,18,31/07/2022,51,union libre,0,21257.72685,9951.922234,0,0,90464.27229,2.0,25.0,452.0
4019,22000,0.3,80,6,09/05/2023,52,casado,1,8999.738069,8999.738069,2,0,,,,
4449,45000,0.2,120,24,09/07/2022,35,soltero,0,36719.53883,16090.81489,0,0,,,,
1367,15000,0.2,60,6,17/10/2022,31,union libre,0,30090.01151,10752.36208,2,1,58114.77368,4.0,6.0,495.0
1024,22000,0.4,120,6,08/12/2022,46,soltero,1,34646.37726,24050.41791,1,0,,,,
2848,34000,0.1,120,18,14/11/2022,54,divorciado,0,37733.8349,19173.97271,0,0,19612.51717,2.0,8.0,517.0
1391,34000,0.2,60,6,06/02/2023,52,divorciado,0,5000.0,5000.0,0,1,34089.52908,0.0,39.0,383.0
98,34000,0.3,60,12,15/02/2023,60,divorciado,0,26348.34627,14616.92845,0,1,,,,
2054,22000,0.2,80,12,27/11/2022,51,divorciado,0,52509.26233,36893.81476,3,0,34107.03974,1.0,25.0,750.0
82,45000,0.4,60,12,30/05/2023,43,soltero,0,5000.0,1910.161375,4,0,,,,
1129,50000,0.2,80,12,09/01/2023,60,union libre,0,36086.48867,26480.56527,1,1,52977.42416,3.0,56.0,699.0
1752,22000,0.3,80,12,30/10/2022,53,casado,0,55731.82187,19847.71436,0,0,,,,
5843,60000,0.4,60,6,30/04/2023,56,divorciado,0,43262.66287,28064.50171,4,1,,,,
2616,50000,0.3,120,18,14/12/2022,29,casado,1,74042.91735,57714.27945,0,0,37632.97587,2.0,8.0,750.0
5918,34000,0.3,60,12,14/08/2022,42,divorciado,0,19141.90754,14239.98998,0,1,,,,
4674,60000,0.3,60,12,16/02/2023,25,union libre,0,23024.04857,8439.534277,0,1,80356.16273,0.0,11.0,555.0
4077,60000,0.3,80,6,30/10/2022,61,union libre,0,11444.17619,5073.386216,0,0,73282.65954,3.0,63.0,383.0
3083,50000,0.3,80,18,07/10/2022,41,divorciado,0,13953.337,6444.334962,1,0,,,,
5435,50000,0.4,120,18,12/12/2022,41,union libre,0,37144.77679,26912.61598,0,0,,,,
3683,50000,0.1,80,18,15/02/2023,48,casado,0,8102.219994,6782.956991,2,1,107121.5629,1.0,86.0,549.0
1905,45000,0.2,60,6,26/01/2023,29,divorciado,1,6620.140205,6620.140205,1,1,113893.8771,4.0,75.0,666.0
1715,45000,0.4,80,6,20/12/2022,34,soltero,0,53514.74626,16853.14092,0,1,,,,
3469,60000,0.3,120,24,20/09/2022,63,divorciado,1,7553.039556,7553.039556,0,1,97344.96328,0.0,146.0,589.0
3606,60000,0.2,60,18,21/09/2022,41,casado,0,46810.02606,29009.62626,1,0,,,,
5574,15000,0.4,120,24,30/01/2023,40,union libre,0,5000.0,3588.57134,1,0,64478.09763,3.0,19.0,750.0
5429,34000,0.1,80,24,02/08/2022,37,viudo,0,38701.03688,26500.70115,1,0,,,,
5086,60000,0.2,60,18,07/05/2023,26,union libre,0,21983.52961,12764.84544,1,1,,,,
3285,22000,0.1,80,6,13/01/2023,37,divorciado,1,20089.44895,13667.33515,0,1,70140.40779,1.0,40.0,475.0
3343,45000,0.2,80,12,22/04/2023,48,divorciado,1,5000.0,5000.0,3,1,52412.50702,3.0,48.0,667.0
4465,45000,0.1,120,6,09/10/2022,56,divorciado,0,43794.50762,34486.72569,1,0,34100.88297,1.0,18.0,592.0
2291,15000,0.2,120,24,23/10/2022,47,casado,0,5000.0,5000.0,2,0,,,,
3243,15000,0.1,120,24,14/01/2023,43,union libre,0,35374.62129,13860.8301,3,0,69026.29529,4.0,15.0,617.0
1647,45000,0.2,120,6,22/02/2023,40,casado,0,34196.78874,15517.16256,0,0,29441.50654,1.0,20.0,596.0
112,22000,0.1,80,6,25/05/2023,53,union libre,0,6074.634352,4497.826412,2,1,7017.195163,1.0,11.0,491.0
317,15000,0.4,120,18,08/06/2023,44,soltero,0,33799.29684,17727.0754,1,1,36940.47293,0.0,60.0,516.0
1693,22000,0.2,120,24,19/10/2022,53,casado,0,29730.72603,18522.25888,0,1,78272.08233,0.0,60.0,382.0
5205,15000,0.3,120,12,20/09/2022,50,divorciado,1,29447.31153,21452.7699,2,0,,,,
2781,15000,0.4,120,6,25/02/2023,34,divorciado,0,36637.95256,28163.86721,2,0,96208.39879,2.0,19.0,479.0
5538,34000,0.2,80,24,30/07/2022,35,casado,1,35194.88696,25765.21239,3,0,21896.82632,2.0,17.0,695.0
3882,50000,0.2,120,18,27/11/2022,39,casado,0,32087.56878,19825.62975,1,1,48238.70831,2.0,23.0,532.0
2843,34000,0.3,120,6,19/03/2023,23,union libre,0,19529.58709,12498.43943,3,0,33950.66178,0.0,24.0,595.0
4626,15000,0.1,60,24,11/11/2022,35,divorciado,0,30135.57663,19823.62541,1,0,85740.12428,1.0,27.0,451.0
1683,22000,0.3,120,24,13/08/2022,31,casado,0,13333.22789,9280.47513,0,0,53956.75512,1.0,10.0,642.0
4440,34000,0.1,60,6,29/11/2022,47,soltero,0,56740.2678,35767.96901,4,0,,,,
2767,60000,0.1,80,18,12/08/2022,44,casado,1,20455.58811,12295.43583,1,0,102367.3994,0.0,25.0,538.0
31,50000,0.4,60,6,21/03/2023,51,soltero,0,15614.56995,15614.56995,0,1,27561.46582,4.0,69.0,667.0
1142,34000,0.4,60,6,05/08/2022,55,casado,0,22525.5503,11279.98498,2,0,40512.79845,0.0,12.0,504.0
5709,50000,0.4,60,6,30/12/2022,33,casado,0,33837.08238,13172.96399,0,0,,,,
3212,60000,0.2,120,24,04/03/2023,57,casado,0,32603.85418,21031.64719,0,1,77190.51071,1.0,52.0,557.0
5237,45000,0.2,60,6,04/04/2023,31,casado,0,32430.77302,13972.56309,3,1,,,,
3736,22000,0.4,60,6,21/07/2022,25,casado,0,22187.93405,14710.15541,0,0,,,,
1467,15000,0.4,60,18,17/09/2022,35,soltero,1,34955.15685,27021.53271,0,0,75416.21613,2.0,32.0,560.0
5076,34000,0.2,80,18,22/09/2022,18,divorciado,1,46268.69748,32526.8933,0,0,,,,
894,22000,0.1,80,6,21/06/2023,43,soltero,0,20935.1376,8187.596105,0,1,,,,
149,22000,0.4,80,18,09/11/2022,70,divorciado,1,16250.60116,12487.32214,0,1,,,,
202,45000,0.1,120,18,21/01/2023,46,casado,0,35336.33836,20596.27107,0,0,,,,
5137,34000,0.4,60,12,10/06/2023,44,divorciado,1,19582.03821,16419.1815,4,1,,,,
2381,60000,0.1,80,6,25/04/2023,28,casado,1,26275.51019,16916.93728,4,0,39085.87227,0.0,19.0,617.0
2682,50000,0.4,80,12,11/03/2023,73,divorciado,0,5000.0,5000.0,1,1,,,,
4497,60000,0.3,120,6,21/07/2022,48,union libre,0,18573.60908,7833.507034,1,1,57640.51914,1.0,66.0,471.0
5408,15000,0.2,60,6,08/12/2022,37,divorciado,0,28373.98652,20587.14917,1,0,47889.84592,2.0,11.0,709.0
4458,60000,0.4,80,6,28/04/2023,28,soltero,0,46335.98971,19059.05979,2,0,22267.19064,4.0,8.0,539.0
2228,15000,0.2,60,12,01/07/2022,61,soltero,1,52533.29043,34867.69868,1,1,,,,
1666,60000,0.2,120,24,16/08/2022,57,union libre,1,21893.54686,14697.80362,2,0,52073.13872,0.0,54.0,566.0
1734,15000,0.1,60,6,25/05/2023,42,divorciado,0,10207.79874,7349.64848,1,0,,,,
4975,34000,0.3,60,18,17/01/2023,51,union libre,0,8648.192337,5392.361574,2,0,36434.71064,0.0,29.0,514.0
3310,22000,0.3,80,24,19/04/2023,22,divorciado,0,37306.72738,15082.35124,1,0,,,,
3616,60000,0.3,80,24,15/04/2023,47,divorciado,0,41712.35607,33182.32139,2,0,14004.25097,1.0,25.0,530.0
5257,22000,0.3,120,6,29/07/2022,30,union libre,0,36960.23587,19983.2995,1,1,,,,
3943,50000,0.2,80,18,02/09/2022,50,soltero,0,14921.12862,4997.644102,4,0,28318.27683,0.0,3.0,608.0
2197,50000,0.4,60,12,17/01/2023,27,casado,0,34918.86031,25165.69056,2,0,61948.02464,1.0,3.0,548.0
5340,15000,0.3,80,12,11/09/2022,51,union libre,0,35898.79102,22679.7513,1,0,64407.18995,0.0,58.0,609.0
3284,34000,0.2,120,18,10/03/2023,31,viudo,0,54639.00869,35963.89913,0,0,34228.01957,1.0,27.0,614.0
5235,60000,0.1,120,24,06/01/2023,49,casado,0,5000.0,3914.595852,3,1,43083.85267,1.0,47.0,555.0
970,45000,0.4,60,24,16/02/2023,40,soltero,1,45195.85482,19122.7891,0,0,60091.33199,1.0,136.0,628.0
3908,22000,0.4,120,18,26/02/2023,59,soltero,0,16176.68405,6819.447183,0,0,47448.92841,0.0,1.0,682.0
2193,34000,0.4,60,18,02/03/2023,24,divorciado,0,30774.56583,15813.96849,2,1,34430.65875,2.0,9.0,703.0
3347,15000,0.3,120,12,07/04/2023,67,union libre,1,15202.81976,9996.961169,1,0,31875.5244,0.0,83.0,511.0
5282,60000,0.3,80,18,16/05/2023,57,casado,1,12258.62899,11513.2088,0,1,111980.874,1.0,60.0,449.0
3600,45000,0.4,120,24,29/06/2023,50,divorciado,0,5000.0,5000.0,3,1,36273.92194,4.0,62.0,454.0
117,50000,0.1,80,6,09/07/2022,57,soltero,0,35170.53533,15467.89196,4,1,13378.96814,1.0,54.0,541.0
2074,15000,0.4,120,12,19/08/2022,29,casado,0,27675.3069,22055.94497,4,0,,,,
719,50000,0.4,60,12,28/07/2022,41,divorciado,0,36978.17175,18629.14462,4,0,,,,
4417,50000,0.3,80,12,08/04/2023,50,divorciado,0,5000.0,3071.048092,1,1,,,,
5232,22000,0.4,60,12,05/06/2023,59,casado,0,19325.55784,13374.92879,1,0,,,,
2925,45000,0.2,80,6,12/09/2022,18,casado,0,35625.72752,12325.84412,0,0,,,,
2699,50000,0.3,60,12,08/11/2022,22,soltero,0,24396.66787,12122.73774,3,0,28585.97316,1.0,36.0,374.0
4105,60000,0.4,120,18,02/06/2023,23,union libre,0,24420.27493,15842.40433,0,0,55955.73008,1.0,35.0,722.0
1740,60000,0.1,120,24,08/04/2023,41,union libre,0,5000.0,3112.154369,2,0,65678.70543,0.0,14.0,630.0
3924,15000,0.4,60,6,22/12/2022,35,divorciado,0,45980.268,21322.19132,4,0,76955.87051,2.0,3.0,706.0
990,34000,0.3,60,12,05/09/2022,30,casado,0,39178.83335,16260.77128,1,1,60169.33028,1.0,2.0,750.0
4237,45000,0.3,60,18,23/11/2022,57,soltero,1,49749.4208,15995.3133,0,1,59674.84464,1.0,68.0,442.0
1185,15000,0.1,120,24,22/05/2023,18,soltero,1,45901.04185,15975.24725,0,0,96189.85496,4.0,45.0,565.0
2807,50000,0.2,120,24,02/03/2023,47,casado,0,10173.93162,10173.93162,3,1,,,,
532,45000,0.4,80,6,24/07/2022,54,casado,0,41317.08777,18537.88571,0,0,10900.61631,4.0,0.0,634.0
1090,45000,0.2,60,24,31/08/2022,26,union libre,1,27595.90181,13502.96277,1,0,,,,
1736,60000,0.1,60,6,08/03/2023,46,divorciado,0,32458.58416,13776.45512,0,1,51888.24931,1.0,108.0,747.0
555,45000,0.3,120,6,30/05/2023,56,union libre,0,25342.70021,13936.71368,4,0,14606.43197,0.0,3.0,662.0
3663,34000,0.2,120,24,20/09/2022,57,soltero,1,7454.735368,7454.735368,4,0,,,,
3532,60000,0.2,80,6,28/08/2022,18,casado,0,35782.59565,17989.08416,1,0,,,,
850,50000,0.3,120,24,02/06/2023,67,divorciado,0,51088.46458,20036.29141,1,1,31028.95963,2.0,66.0,696.0
1468,50000,0.3,120,18,14/09/2022,33,union libre,0,46655.60399,26780.58438,0,0,72242.26943,0.0,5.0,594.0
2225,34000,0.3,80,24,18/05/2023,61,divorciado,0,31993.47355,17897.39105,4,0,,,,
1201,34000,0.1,120,12,16/02/2023,27,casado,0,31033.23284,13111.77895,0,0,,,,
2570,50000,0.1,120,6,06/02/2023,34,casado,0,39288.96797,24329.97435,1,0,66856.56781,4.0,81.0,613.0
3286,22000,0.2,60,18,28/03/2023,65,union libre,0,30523.16623,20661.61709,0,0,85431.24391,1.0,23.0,668.0
1321,45000,0.4,60,6,20/09/2022,55,union libre,1,14815.76856,13624.35104,0,1,,,,
2908,45000,0.1,60,12,19/07/2022,18,casado,1,55792.86171,39186.76309,1,0,,,,
1119,22000,0.2,120,6,28/07/2022,46,soltero,1,8120.132097,5439.37414,2,0,102020.7071,0.0,54.0,509.0
1766,22000,0.3,120,24,04/11/2022,39,divorciado,0,14510.99536,7384.748637,3,0,7897.866328,0.0,25.0,631.0
1765,45000,0.4,120,12,21/07/2022,54,divorciado,0,38947.82222,22657.41682,0,0,84758.68239,0.0,14.0,586.0
3753,60000,0.1,120,12,16/08/2022,49,union libre,0,61461.63382,28615.60987,0,1,,,,
4005,22000,0.4,120,12,06/02/2023,49,union libre,1,5000.0,4076.510389,3,1,111556.5291,2.0,40.0,538.0
2897,34000,0.1,60,6,18/06/2023,53,union libre,0,11761.59992,11761.59992,0,0,54569.00725,1.0,51.0,460.0
452,22000,0.3,60,6,20/08/2022,52,union libre,0,33241.14339,22482.07858,0,1,,,,
2675,15000,0.4,120,18,19/08/2022,60,soltero,0,36912.26065,19747.11277,4,0,,,,
5344,50000,0.3,120,24,07/08/2022,32,divorciado,0,35385.42002,21691.79086,0,1,,,,
2549,50000,0.2,80,12,23/04/2023,63,soltero,0,29617.34232,14856.43104,0,0,64083.29598,1.0,81.0,483.0
1288,50000,0.2,80,18,14/03/2023,51,casado,0,17629.04304,15209.56548,4,0,,,,
2734,34000,0.2,120,24,24/02/2023,36,union libre,0,41713.75881,27272.09078,1,1,,,,
170,34000,0.1,80,12,20/03/2023,27,divorciado,0,35599.57631,18904.30396,0,0,31072.93238,2.0,50.0,488.0
3561,60000,0.2,60,24,05/03/2023,66,casado,0,48525.81854,18323.84658,0,0,84218.82931,3.0,26.0,622.0
2967,22000,0.4,60,12,21/06/2023,50,casado,0,40181.97229,25473.00709,1,0,89976.19395,3.0,8.0,601.0
3887,22000,0.4,120,18,03/09/2022,59,soltero,0,38612.59713,25749.18136,1,0,14154.96997,0.0,5.0,642.0
4945,45000,0.2,120,6,01/05/2023,59,soltero,0,47077.3285,29912.14752,0,1,56894.28243,3.0,6.0,739.0
4057,45000,0.2,80,24,29/01/2023,44,casado,0,5000.0,5000.0,0,1,69672.70201,3.0,131.0,659.0
3788,45000,0.3,120,18,10/08/2022,42,union libre,1,22831.95608,19339.47566,4,1,102506.9871,3.0,47.0,593.0
3339,60000,0.3,60,6,23/03/2023,48,soltero,0,26256.72581,8621.445378,3,0,22934.09617,0.0,15.0,566.0
2942,34000,0.4,60,12,23/02/2023,35,divorciado,0,7078.238232,5205.598321,4,1,,,,
2061,45000,0.2,120,18,27/11/2022,32,casado,0,18122.18555,14204.57874,1,0,84061.09518,1.0,26.0,608.0
5063,50000,0.2,120,12,03/10/2022,54,divorciado,0,41457.68318,23575.66653,1,0,,,,
3171,50000,0.2,80,18,05/06/2023,34,divorciado,0,9246.532491,8160.712729,0,1,49118.85243,1.0,42.0,575.0
3142,22000,0.1,60,18,09/08/2022,72,casado,0,51763.62491,29850.35303,1,0,56688.13129,0.0,25.0,595.0
5606,34000,0.2,120,18,24/09/2022,33,soltero,0,24702.55332,15156.35653,0,0,82356.50212,0.0,11.0,637.0
696,15000,0.4,120,24,17/08/2022,43,union libre,1,16644.38832,10574.16317,2,0,69041.35611,0.0,46.0,541.0
596,34000,0.1,120,6,14/07/2022,45,divorciado,0,66167.98899,43309.92564,2,1,93255.79801,2.0,4.0,632.0
2015,34000,0.3,60,12,17/12/2022,46,casado,1,44923.82581,27737.0125,1,0,25745.77472,3.0,109.0,497.0
4612,50000,0.4,120,6,06/09/2022,40,divorciado,1,12121.79018,8100.696576,0,0,83160.79575,1.0,27.0,474.0
979,50000,0.4,60,6,29/08/2022,27,casado,0,45157.90586,28613.70117,1,1,38391.08727,0.0,3.0,417.0
4817,45000,0.4,120,18,15/12/2022,18,soltero,0,46466.07929,26914.17559,3,0,79920.3604,3.0,23.0,663.0
5376,45000,0.4,120,24,20/09/2022,39,soltero,0,5000.0,3232.0489,1,0,,,,
5503,34000,0.4,80,6,19/12/2022,41,casado,0,15157.58197,8152.790389,1,1,,,,
3009,22000,0.4,80,24,30/11/2022,45,soltero,0,7687.369026,7687.369026,1,1,,,,
2623,15000,0.4,80,12,05/11/2022,50,union libre,0,5000.0,3558.443337,3,0,,,,
1488,34000,0.2,60,12,30/04/2023,54,casado,0,41747.26711,12819.01664,1,0,86571.58155,4.0,39.0,628.0
4596,45000,0.1,80,6,14/07/2022,42,divorciado,0,24590.95275,9149.753875,3,0,10567.18961,0.0,40.0,721.0
1703,15000,0.1,120,12,16/11/2022,36,union libre,0,48448.53953,26686.44457,4,0,35106.32326,3.0,107.0,576.0
2523,50000,0.2,80,6,03/02/2023,61,union libre,0,13315.53179,5819.285823,0,0,,,,
3469,60000,0.3,120,24,20/09/2022,63,divorciado,1,7553.039556,7553.039556,0,1,97344.96328,0.0,146.0,589.0
164,45000,0.3,60,24,01/02/2023,25,divorciado,0,36894.3666,19962.49051,0,1,,,,
4952,50000,0.3,60,18,23/01/2023,30,divorciado,0,25349.55615,12243.19525,0,0,23727.0649,1.0,3.0,607.0
1203,34000,0.1,60,6,22/03/2023,45,soltero,0,20518.85427,10759.77721,2,0,,,,
1853,15000,0.2,80,18,11/11/2022,41,soltero,1,25939.02435,8912.574632,3,0,63616.82481,2.0,15.0,635.0
5064,60000,0.3,80,6,19/08/2022,39,casado,0,30145.15443,17112.58859,2,0,8034.149343,0.0,12.0,519.0
2044,50000,0.1,80,24,16/06/2023,50,union libre,0,22840.72716,12154.24315,2,1,,,,
1162,15000,0.3,60,12,27/08/2022,45,divorciado,1,6513.414921,2952.942555,0,0,69924.83707,1.0,48.0,686.0
1746,15000,0.3,120,12,27/12/2022,44,divorciado,0,32343.29967,23959.46954,1,0,47044.49145,0.0,35.0,595.0
4801,22000,0.4,60,12,23/10/2022,43,divorciado,1,5000.0,4688.152028,4,0,,,,
5525,50000,0.3,80,24,13/09/2022,45,casado,0,29001.30645,16236.54542,1,1,71377.74715,4.0,50.0,682.0
4693,60000,0.3,60,24,05/11/2022,40,union libre,0,25221.15859,11001.28151,0,0,11493.389,3.0,27.0,466.0
5687,34000,0.1,80,24,04/09/2022,40,union libre,1,47062.57569,19971.3169,0,0,7818.17662,0.0,64.0,715.0
1633,60000,0.3,60,24,26/11/2022,61,union libre,1,46025.7681,34145.31979,1,1,99940.65871,0.0,12.0,682.0
2115,22000,0.4,120,24,16/06/2023,57,soltero,1,44436.64657,22431.84491,2,0,,,,
4754,60000,0.4,80,18,27/09/2022,38,union libre,1,21272.69394,16314.21257,3,0,8397.596208,2.0,16.0,542.0
3906,15000,0.3,80,18,01/02/2023,46,union libre,0,38116.70879,11496.54987,1,0,60245.9624,2.0,36.0,737.0
4189,60000,0.2,60,6,23/04/2023,44,casado,0,11057.0576,8565.879635,0,0,71365.40207,2.0,8.0,669.0
4184,60000,0.1,120,12,04/06/2023,71,divorciado,1,43807.03061,19170.02057,1,0,19127.48841,0.0,16.0,554.0
5175,34000,0.1,120,6,05/06/2023,67,divorciado,0,9014.203689,7121.864697,1,0,31950.20122,2.0,4.0,594.0
689,60000,0.3,60,6,23/01/2023,30,soltero,0,11229.95356,7612.181832,3,0,,,,
2431,50000,0.2,120,24,05/05/2023,23,soltero,0,25014.53906,7785.174349,1,0,96903.79306,1.0,11.0,615.0
5270,60000,0.2,60,24,05/10/2022,37,casado,0,5000.0,5000.0,1,1,,,,
2067,34000,0.2,120,18,24/01/2023,65,soltero,0,39587.99496,15509.43441,2,1,110762.3796,2.0,60.0,594.0
2504,60000,0.4,60,6,09/10/2022,43,soltero,1,5000.0,5000.0,1,0,103356.2467,0.0,53.0,375.0
3732,15000,0.3,120,6,30/03/2023,51,divorciado,0,33463.0893,16006.37116,2,0,,,,
4618,15000,0.2,80,12,04/09/2022,43,divorciado,1,49392.05368,21161.66703,4,0,99290.31935,3.0,37.0,631.0
1555,45000,0.3,80,12,06/12/2022,59,casado,0,39375.61291,17415.76962,3,0,,,,
5754,60000,0.2,120,6,20/01/2023,37,union libre,0,57296.98741,29385.97933,0,0,,,,
3782,34000,0.4,60,18,15/01/2023,43,union libre,0,9835.715303,9835.715303,4,0,99948.22011,2.0,93.0,644.0
2095,50000,0.2,60,18,22/04/2023,39,soltero,0,20472.84483,7333.506195,0,0,,,,
1780,34000,0.4,80,18,06/08/2022,42,divorciado,1,32390.09087,23992.68593,2,1,45392.60695,3.0,117.0,511.0
1929,45000,0.3,120,12,06/06/2023,46,soltero,0,46142.02925,21262.21703,2,0,,,,
4448,15000,0.4,80,24,19/04/2023,38,divorciado,0,72345.93046,38998.95343,1,0,,,,
4992,22000,0.4,80,18,21/12/2022,30,soltero,0,29693.50156,10136.62673,0,0,59799.32387,2.0,25.0,640.0
1548,45000,0.2,60,12,29/01/2023,48,divorciado,0,23496.40405,15963.48019,2,0,,,,
3470,60000,0.1,80,24,25/11/2022,38,union libre,1,5000.0,5000.0,2,0,31621.77563,1.0,33.0,591.0
4114,15000,0.3,120,24,20/04/2023,35,union libre,0,44241.64013,14028.44217,1,0,,,,
3926,50000,0.4,80,24,02/02/2023,40,casado,0,28215.91005,21847.62702,0,0,42633.20081,1.0,19.0,585.0
4531,22000,0.2,80,24,11/01/2023,43,casado,0,15838.26994,9481.835658,2,1,,,,
4845,22000,0.2,60,24,06/12/2022,49,casado,0,5000.0,2741.834138,2,0,,,,
4231,34000,0.2,80,6,19/12/2022,37,union libre,1,23027.58797,16000.40153,3,1,45285.19197,3.0,18.0,539.0
3645,60000,0.2,120,24,12/04/2023,39,soltero,1,19576.50856,11675.81912,3,0,,,,
4453,50000,0.4,120,24,16/10/2022,39,divorciado,0,52426.46572,29703.8148,2,1,,,,
5149,45000,0.2,60,6,27/07/2022,51,soltero,0,14621.95787,10599.29577,2,1,,,,
5031,15000,0.1,60,6,28/10/2022,43,soltero,0,38979.62796,12200.18121,0,0,93416.43544,4.0,30.0,595.0
5407,22000,0.3,80,18,10/09/2022,24,soltero,1,41541.60865,26347.9858,1,1,,,,
5875,15000,0.1,120,6,06/08/2022,45,casado,0,19792.65,8271.797448,0,1,111434.733,1.0,72.0,683.0
3608,60000,0.1,120,18,17/06/2023,41,union libre,0,15074.45221,12010.57475,2,1,71341.33251,3.0,4.0,641.0
1936,50000,0.4,80,24,24/02/2023,58,divorciado,1,13374.68825,10468.23461,1,0,62135.94007,3.0,27.0,402.0
3119,45000,0.4,120,18,27/02/2023,49,divorciado,0,13039.83942,13039.83942,1,1,74106.98946,1.0,67.0,553.0
3507,60000,0.2,60,6,18/04/2023,28,divorciado,0,55473.75475,21212.69689,0,0,,,,
2172,50000,0.2,80,24,14/05/2023,49,casado,0,5000.0,5000.0,0,0,107718.0786,3.0,91.0,498.0
2131,34000,0.3,80,18,17/01/2023,53,casado,1,14475.41395,11121.79973,0,1,45328.18137,3.0,68.0,436.0
2096,15000,0.4,120,18,17/07/2022,37,casado,0,19918.19197,7003.340203,1,0,,,,
2187,34000,0.1,120,18,18/04/2023,39,soltero,0,5000.0,3759.443169,0,1,,,,
