precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
15000,0.3,120,6,17/06/2023,36,divorciado,0,34025.33737,12597.74638,0,0,35392.69417,2,32,575
50000,0.2,120,6,22/07/2022,41,casado,0,43332.23191,25896.11258,1,0,,,,
50000,0.3,60,24,24/12/2022,31,casado,1,20026.63179,7554.173124,1,0,39732.13675,3,16,526
22000,0.4,120,24,27/04/2023,60,casado,0,25015.46749,12237.39354,2,0,,,,
22000,0.3,120,12,06/10/2022,41,union libre,0,34017.81179,16079.28458,0,0,9555.489289,1,6,517
22000,0.4,60,6,07/09/2022,18,divorciado,0,30723.84109,18648.76415,0,0,81116.71515,1,95,510
34000,0.4,60,24,12/08/2022,44,casado,1,25707.55727,8736.624761,3,0,45450.19244,2,28,750
15000,0.2,80,18,11/01/2023,40,divorciado,1,16022.69444,6678.678899,3,0,,,,
34000,0.1,120,12,04/07/2022,39,union libre,0,51447.03687,31123.70616,1,1,68369.76672,0,40,662
45000,0.3,60,18,05/06/2023,40,casado,0,29391.62776,21566.75502,2,0,29909.08981,4,59,513
22000,0.1,120,6,11/02/2023,49,soltero,0,47595.24637,22366.96779,2,0,,,,
22000,0.1,60,18,11/01/2023,53,divorciado,0,27482.26237,10262.85415,1,0,19697.89259,0,10,492
45000,0.1,60,24,18/05/2023,43,soltero,1,30817.95818,22898.97435,0,0,,,,
50000,0.2,120,6,22/03/2023,46,soltero,0,16883.82759,9814.137464,1,1,107149.4854,2,96,473
34000,0.4,60,6,24/03/2023,49,soltero,0,10571.82685,9765.532935,4,0,34363.36322,0,93,589
50000,0.4,120,24,28/11/2022,40,casado,1,33773.77614,12497.05232,3,0,64962.43625,0,15,546
60000,0.4,80,6,22/08/2022,39,divorciado,0,35196.28922,25829.48498,1,0,114121.4384,1,47,626
60000,0.1,80,6,31/05/2023,55,divorciado,1,50489.31177,33935.55701,0,0,78747.35212,0,28,563
50000,0.2,60,18,25/07/2022,58,soltero,1,38822.52573,28651.45295,3,1,74768.41944,3,20,654
50000,0.3,80,6,13/10/2022,58,union libre,0,34585.3208,17206.63084,2,0,64046.84595,3,6,537
22000,0.3,60,18,05/09/2022,55,soltero,0,19212.93206,5973.266649,1,0,57768.35315,2,19,559
45000,0.2,60,18,27/10/2022,31,divorciado,0,66704.69563,47061.80991,0,0,,,,
34000,0.4,120,6,24/11/2022,54,union libre,1,13535.94298,10830.22259,2,1,65230.89536,2,42,631
34000,0.4,60,6,13/12/2022,28,union libre,0,52865.97509,38250.90718,1,0,,,,
34000,0.4,120,6,04/01/2023,48,union libre,1,35489.7267,24416.6649,2,0,75189.59484,0,153,478
50000,0.4,120,12,14/07/2022,33,union libre,0,14505.53832,7965.76584,1,0,55132.46432,3,42,737
60000,0.4,60,6,16/12/2022,39,casado,1,5000,5000,2,1,,,,
60000,0.4,120,18,06/06/2023,49,casado,1,44256.76813,28119.00521,1,1,26935.803,1,65,543
45000,0.2,80,12,11/04/2023,29,soltero,0,10505.20844,8569.02564,2,0,,,,
50000,0.3,60,24,21/10/2022,18,casado,0,11100.57257,7047.774724,0,0,63579.81217,0,28,526
15000,0.3,60,24,19/05/2023,37,casado,0,25968.31746,14517.1557,2,1,6802.356808,1,34,499
34000,0.1,120,6,27/02/2023,50,soltero,1,11100.75839,9016.143583,0,0,,,,
22000,0.2,80,12,23/10/2022,49,casado,0,29224.68181,23370.94802,1,1,94604.10189,0,49,541
60000,0.4,120,18,01/03/2023,27,casado,0,20966.85935,14807.5253,1,0,30866.41949,2,41,497
34000,0.1,120,12,17/10/2022,30,divorciado,0,19012.68125,9983.067495,2,0,,,,
34000,0.3,120,6,06/06/2023,51,union libre,1,12603.00435,10624.01546,2,0,,,,
34000,0.2,60,18,31/10/2022,46,divorciado,0,55762.72393,17718.85745,2,0,37396.61093,0,78,593
34000,0.2,120,6,01/07/2023,39,union libre,0,14211.83155,5039.471945,0,0,86392.20119,2,6,546
22000,0.4,120,24,04/10/2022,53,casado,0,37064.20309,13443.67534,1,0,,,,
15000,0.3,60,12,22/02/2023,52,soltero,0,6182.565038,4399.937647,0,1,93637.50701,1,40,601
15000,0.1,120,18,04/09/2022,42,soltero,1,16760.40191,13688.77227,1,0,,,,
15000,0.4,60,12,20/03/2023,36,soltero,0,46986.19641,29208.84208,2,0,48070.43975,2,0,575
50000,0.1,80,6,23/04/2023,23,divorciado,0,5000,3931.546197,0,0,21001.53138,2,2,446
15000,0.2,80,6,28/04/2023,38,casado,0,61471.27783,19668.99456,1,0,,,,
34000,0.3,60,12,13/11/2022,53,divorciado,0,10600.1033,7006.705621,3,1,37758.94326,3,56,750
45000,0.2,80,24,15/12/2022,60,casado,1,5000,5000,2,1,31031.00993,1,61,523
15000,0.4,120,18,11/06/2023,56,divorciado,0,30291.04243,9439.982802,2,0,,,,
34000,0.4,120,12,05/07/2022,36,soltero,0,23564.94678,16800.94328,3,0,,,,
45000,0.4,80,24,14/09/2022,62,divorciado,1,5000,3405.733859,1,1,17853.62109,0,14,606
45000,0.3,80,6,21/06/2023,37,casado,0,39622.57848,16127.8735,2,0,,,,
34000,0.2,120,12,10/06/2023,57,union libre,0,16115.7151,7578.13992,0,0,90751.20998,3,2,524
60000,0.4,120,18,22/06/2023,39,casado,0,38547.02641,26758.51922,0,1,52307.21349,1,36,726
22000,0.4,120,6,02/01/2023,48,casado,1,42408.8315,25966.72777,1,1,9114.513522,0,64,585
45000,0.1,60,18,16/01/2023,57,divorciado,0,9416.976001,4072.18828,0,0,30115.18908,5,3,516
15000,0.2,80,6,17/08/2022,37,divorciado,0,45396.84747,17443.49664,1,0,9630.922845,1,21,654
45000,0.1,60,12,21/02/2023,54,casado,1,28664.44333,14518.40262,0,1,95624.34316,1,38,520
15000,0.2,60,24,20/04/2023,55,soltero,0,53287.24285,19977.82891,4,0,27810.27095,1,18,677
15000,0.2,80,12,02/06/2023,38,casado,0,30080.72367,22081.43433,3,1,11180.33884,1,46,473
50000,0.4,120,18,02/11/2022,37,casado,1,12311.26194,12169.07693,4,1,112993.9179,0,37,496
15000,0.3,120,18,20/11/2022,65,soltero,1,48810.76993,38266.61391,3,0,51278.27098,3,7,600
22000,0.4,120,6,05/03/2023,34,divorciado,0,30729.48244,22044.28412,4,0,43535.56359,0,8,732
15000,0.1,120,18,15/10/2022,41,union libre,0,57342.72676,42645.5085,1,0,93072.51695,2,46,660
15000,0.1,80,12,04/02/2023,53,casado,1,40640.09372,28775.28949,1,0,55429.58969,2,109,498
15000,0.4,60,12,12/02/2023,32,divorciado,1,29611.70494,23068.34385,0,0,,,,
15000,0.3,60,12,20/03/2023,38,union libre,1,5000,5000,2,1,,,,
15000,0.2,80,6,25/12/2022,48,divorciado,0,11230.4275,6982.372063,2,1,44279.42709,2,37,463
15000,0.1,120,6,19/11/2022,28,divorciado,1,30851.44601,15455.86532,1,0,54907.5518,0,67,596
22000,0.1,80,24,01/03/2023,36,casado,1,7377.846616,4368.466838,0,0,,,,
45000,0.3,60,24,22/07/2022,42,soltero,0,23924.27739,14452.45653,1,0,93486.82243,1,17,523
34000,0.2,120,6,20/09/2022,48,casado,0,5000,4680.286347,0,0,80196.32104,0,30,402
15000,0.1,60,12,19/10/2022,21,casado,0,14384.77928,9398.485007,2,0,52957.0402,1,78,677
45000,0.2,120,12,12/05/2023,59,casado,0,20830.82852,13529.37919,1,0,,,,
15000,0.2,80,18,11/11/2022,41,soltero,1,25939.02435,8912.574632,3,0,63616.82481,2,15,635
60000,0.1,60,18,08/08/2022,57,casado,0,35300.34076,15629.62215,4,0,,,,
22000,0.4,60,6,17/09/2022,45,divorciado,0,33981.47872,28854.82613,0,0,59373.36021,1,108,473
15000,0.2,60,12,25/07/2022,29,soltero,0,50751.71445,30198.15963,4,1,75737.05759,2,21,647
45000,0.2,120,6,06/06/2023,43,divorciado,0,54048.09211,25092.49421,4,0,65819.27516,0,27,508
50000,0.2,80,6,03/03/2023,37,divorciado,0,47778.95153,34650.69676,2,0,14208.65265,1,39,516
60000,0.4,120,18,30/06/2023,25,union libre,1,24308.70769,10319.56037,3,1,42738.29692,1,66,511
22000,0.2,120,24,20/05/2023,57,soltero,1,33507.07501,16907.66778,0,0,23951.94624,1,2,683
60000,0.1,60,6,08/05/2023,32,casado,0,21565.78198,9448.559685,4,0,,,,
22000,0.2,60,6,04/11/2022,24,union libre,0,27229.67022,23197.1866,1,0,,,,
15000,0.4,80,6,31/03/2023,55,soltero,0,27589.77403,18323.59235,4,0,92464.94851,2,1,494
45000,0.2,60,18,09/07/2022,33,soltero,0,12865.52709,6820.180876,1,0,,,,
45000,0.4,80,6,11/12/2022,32,divorciado,0,51779.37868,39670.79253,2,0,,,,
22000,0.3,120,6,12/06/2023,27,divorciado,1,46808.11811,39356.40784,1,1,70702.57445,2,37,419
15000,0.3,80,18,14/09/2022,72,divorciado,0,12131.81875,10609.59195,1,0,,,,
60000,0.3,80,6,28/02/2023,30,soltero,0,32269.3263,28579.8147,4,0,,,,
50000,0.2,120,6,21/11/2022,40,soltero,0,19277.12596,12717.0537,2,0,18746.04618,3,25,525
34000,0.3,80,12,30/09/2022,50,divorciado,0,28811.41811,17693.26282,3,0,79168.35484,0,0,427
22000,0.2,60,6,23/04/2023,50,casado,1,8107.25328,6610.873235,1,1,,,,
34000,0.2,80,12,04/12/2022,39,divorciado,0,20592.5497,8993.484743,4,0,14651.6523,3,49,616
60000,0.4,120,12,07/09/2022,19,casado,0,32852.48444,10845.5473,2,0,86794.33301,0,103,648
34000,0.2,60,6,13/04/2023,30,soltero,0,5000,3502.174929,0,1,,,,
60000,0.3,80,18,09/07/2022,42,divorciado,0,22156.29742,8000.230001,2,0,52729.73985,1,6,712
50000,0.2,60,24,16/11/2022,30,casado,0,90233.66381,45583.75686,0,1,,,,
34000,0.4,60,6,26/04/2023,42,casado,1,6883.457924,2872.584748,3,0,90172.50942,2,5,704
22000,0.1,120,24,28/02/2023,56,soltero,1,5000,5000,1,1,77542.3145,1,25,457
50000,0.4,80,18,11/09/2022,51,divorciado,0,34321.62264,15701.86479,1,0,48122.22091,2,24,389
22000,0.4,120,24,14/04/2023,25,soltero,1,27305.94363,19519.56979,2,0,86990.69377,2,20,672
15000,0.2,120,6,21/09/2022,66,divorciado,1,18541.64112,14631.01025,2,0,,,,
22000,0.1,120,6,23/10/2022,49,soltero,0,44520.28485,34315.22886,2,0,81843.2544,2,6,750
34000,0.4,120,18,16/06/2023,39,casado,0,32240.67077,19705.01305,3,0,,,,
50000,0.4,120,24,16/12/2022,61,casado,0,15270.28579,15270.28579,1,0,,,,
15000,0.4,80,24,23/02/2023,68,soltero,0,42859.04313,21445.00779,1,0,24236.51182,0,119,750
15000,0.4,60,24,14/01/2023,35,casado,0,12654.88987,11913.47749,0,0,69806.62909,2,23,627
45000,0.1,120,6,30/09/2022,44,divorciado,0,5000,5000,1,1,,,,
45000,0.1,80,6,17/06/2023,18,soltero,0,38816.99246,29073.58833,0,0,87566.27891,1,28,541
34000,0.2,80,12,10/03/2023,42,divorciado,0,10394.20405,4052.227851,2,0,19811.75592,2,4,655
50000,0.1,60,12,04/10/2022,52,union libre,1,47065.73268,29748.23991,1,0,54663.0636,2,87,569
60000,0.4,60,24,07/01/2023,39,casado,0,52741.3309,36904.53638,3,1,55151.55224,2,5,438
45000,0.1,120,6,31/07/2022,32,divorciado,0,38203.39753,22834.14676,1,1,,,,
22000,0.4,80,24,07/11/2022,25,divorciado,0,5000,4672.938045,0,1,17759.76977,2,56,468
34000,0.2,80,18,24/02/2023,44,union libre,1,13982.84051,8469.734249,1,0,,,,
34000,0.3,80,18,31/07/2022,57,casado,0,5000,3417.698305,0,1,,,,
45000,0.3,80,12,19/10/2022,32,casado,0,54239.57467,21365.73212,0,0,,,,
34000,0.2,80,24,10/11/2022,51,divorciado,0,5000,4677.38214,2,0,60152.88015,4,69,433
15000,0.3,60,18,29/01/2023,21,divorciado,1,35311.50288,26105.4005,1,0,21926.368,1,48,616
60000,0.1,120,6,04/05/2023,45,divorciado,0,32984.71098,26164.43746,0,0,74982.02133,0,1,643
50000,0.1,60,24,28/09/2022,35,casado,0,5000,2525.148159,0,0,81281.78766,1,19,593
60000,0.1,60,6,18/04/2023,38,union libre,1,5000,3083.905956,1,1,,,,
15000,0.4,60,18,06/08/2022,30,soltero,0,13004.24444,6626.17621,2,0,,,,
50000,0.1,80,12,15/11/2022,47,soltero,0,27859.27274,21476.51556,1,0,29883.40475,0,37,378
34000,0.1,80,18,13/05/2023,44,casado,0,42557.60981,31734.46568,0,1,86314.23487,1,10,585
45000,0.2,60,6,26/01/2023,29,divorciado,1,6620.140205,6620.140205,1,1,113893.8771,4,75,666
34000,0.4,60,18,10/01/2023,35,casado,0,17358.63886,13102.09046,4,0,19807.54131,1,4,470
15000,0.4,60,24,23/08/2022,39,casado,1,32819.41315,20642.75075,1,1,79685.19565,0,64,571
34000,0.3,80,18,19/03/2023,26,soltero,0,46607.175,29887.38794,0,0,14243.49363,2,2,512
45000,0.2,120,24,18/12/2022,73,soltero,0,5000,5000,1,1,,,,
34000,0.2,120,12,22/02/2023,29,divorciado,0,61690.04307,29726.31096,3,1,47946.80386,1,56,465
50000,0.4,80,24,25/08/2022,31,divorciado,0,26343.12602,19847.65186,0,0,55851.36889,4,38,667
60000,0.3,120,24,20/08/2022,28,union libre,0,28217.5382,18194.91785,1,0,77570.13528,0,19,687
15000,0.4,60,12,31/07/2022,61,casado,0,54039.8365,28855.13139,3,0,,,,
50000,0.3,80,18,03/10/2022,46,casado,0,29163.14864,10269.10893,0,0,,,,
22000,0.2,60,18,01/10/2022,28,union libre,1,28423.19699,12027.51265,4,0,,,,
45000,0.2,120,18,16/09/2022,53,casado,0,16298.22055,9411.590959,1,0,63388.94979,1,3,619
22000,0.2,120,18,11/04/2023,42,divorciado,0,21343.60048,15981.03702,1,0,,,,
50000,0.1,120,12,11/10/2022,43,divorciado,0,19407.86945,6752.117601,4,0,,,,
50000,0.4,80,12,05/03/2023,35,soltero,1,5000,1884.388611,0,0,,,,
45000,0.4,60,18,23/02/2023,31,casado,0,5000,3137.512691,2,0,77751.53043,1,13,708
15000,0.4,60,24,20/07/2022,56,casado,1,16705.02484,9624.396737,3,0,32525.10901,2,60,457
45000,0.1,60,6,22/02/2023,33,casado,0,9284.138068,3573.018136,1,1,75624.23217,0,22,691
60000,0.1,120,6,06/03/2023,61,casado,0,39789.88146,15486.93739,0,0,,,,
15000,0.2,80,12,02/07/2022,24,soltero,0,26688.70507,14580.21607,1,0,23510.30336,1,47,682
34000,0.2,120,24,05/01/2023,65,soltero,1,5000,4975.36064,0,0,73834.57064,2,18,394
60000,0.2,120,6,04/10/2022,38,divorciado,0,52871.37459,39768.51208,1,0,,,,
22000,0.1,60,24,12/04/2023,43,casado,1,23603.9489,13334.0736,2,0,44007.90521,1,1,539
15000,0.2,80,24,27/02/2023,49,casado,1,37726.49076,24357.61042,1,0,83476.35267,3,50,581
45000,0.3,120,12,06/06/2023,46,soltero,0,46142.02925,21262.21703,2,0,,,,
50000,0.1,120,24,28/06/2023,50,casado,0,29492.49086,19368.60776,0,0,,,,
45000,0.4,80,24,05/09/2022,18,union libre,0,30209.75587,18861.36424,0,0,49247.47359,0,10,569
34000,0.3,80,12,14/01/2023,31,divorciado,0,51571.7932,21045.98627,3,0,85600.94467,2,20,419
22000,0.2,80,18,07/08/2022,28,casado,0,25591.27837,16242.49603,0,0,,,,
45000,0.1,80,18,06/05/2023,24,casado,0,46097.7353,18703.97273,0,0,,,,
22000,0.3,80,12,03/05/2023,37,casado,1,28888.9529,17240.60607,4,0,28474.43721,5,55,664
50000,0.4,80,24,24/02/2023,58,divorciado,1,13374.68825,10468.23461,1,0,62135.94007,3,27,402
15000,0.1,60,12,29/01/2023,48,union libre,0,32345.16459,20916.81812,2,0,40057.89994,4,25,630
15000,0.2,120,24,30/01/2023,42,divorciado,0,24452.82785,18452.91809,0,0,61173.29926,1,6,605
50000,0.4,60,12,30/04/2023,42,casado,1,5747.108729,5747.108729,0,0,,,,
60000,0.2,60,6,07/08/2022,52,soltero,0,8864.999272,8809.701911,1,1,69209.39351,0,124,434
45000,0.3,120,24,16/07/2022,41,divorciado,0,10565.73058,7812.02708,2,0,55138.44429,0,52,731
45000,0.3,60,12,06/11/2022,51,casado,1,23301.10455,7215.523527,4,1,48171.03549,0,1,599
60000,0.3,60,12,05/02/2023,49,soltero,0,26019.68545,12524.16069,1,1,,,,
34000,0.2,120,18,19/10/2022,40,union libre,0,36112.94084,11551.12524,0,0,30455.56198,0,7,702
60000,0.4,120,18,10/04/2023,29,divorciado,0,28615.66442,11801.74897,1,1,46225.60587,1,52,502
22000,0.2,80,12,05/12/2022,32,casado,1,46160.93792,22658.65776,0,0,,,,
15000,0.4,120,12,21/03/2023,38,divorciado,1,38429.19457,31900.87241,0,0,,,,
60000,0.4,60,6,14/10/2022,36,divorciado,0,50178.57965,27893.12048,1,0,,,,
22000,0.1,60,12,03/12/2022,43,casado,0,26964.886,16837.69794,1,0,,,,
50000,0.4,80,12,13/12/2022,53,soltero,1,5000,5000,0,1,78165.22025,0,39,419
60000,0.1,80,24,03/08/2022,48,casado,1,5000,5000,4,0,,,,
15000,0.1,80,12,28/12/2022,40,casado,0,49626.377,35123.97398,1,0,98443.24416,0,12,614
50000,0.3,120,24,05/06/2023,41,casado,0,12683.02325,5715.232702,0,0,,,,
60000,0.3,120,6,01/05/2023,33,union libre,0,16483.47364,12628.45645,0,0,83697.38586,1,16,750
15000,0.3,120,18,03/06/2023,28,casado,0,33386.07351,13576.67208,3,1,32796.91843,0,80,457
34000,0.2,120,6,25/02/2023,18,soltero,1,25367.15564,19270.17636,3,1,,,,
60000,0.4,60,24,10/11/2022,31,union libre,0,51709.58405,16244.50237,2,0,68148.26641,1,25,704
34000,0.4,120,6,28/02/2023,45,casado,0,18486.83918,10562.93879,1,0,,,,
34000,0.3,120,12,18/10/2022,31,casado,0,30436.13319,24123.2668,2,0,53089.18413,1,40,473
50000,0.3,60,6,22/04/2023,49,casado,1,5000,4257.446817,4,0,99761.82022,2,56,495
50000,0.3,80,24,01/09/2022,45,casado,0,48482.45286,27995.2621,0,0,,,,
34000,0.3,120,18,22/06/2023,46,casado,1,5000,3206.175617,3,0,91845.84828,0,63,562
34000,0.3,60,24,17/12/2022,27,casado,0,67315.71092,29932.00652,3,0,26930.47289,5,41,625
60000,0.2,80,18,09/12/2022,51,casado,0,28239.05603,9232.97595,1,0,6550.231721,1,2,593
60000,0.2,120,24,10/06/2023,53,casado,0,25689.2092,10931.58377,0,0,99986.55465,1,13,724
22000,0.1,60,12,19/10/2022,31,union libre,1,10469.3954,9056.419261,1,1,37381.38598,1,52,623
34000,0.1,80,24,11/10/2022,30,divorciado,0,13889.49048,10580.80021,0,1,9079.939966,0,21,450
34000,0.1,60,24,11/10/2022,54,divorciado,0,39868.37539,28949.66386,0,0,28498.14504,0,58,614
15000,0.4,120,12,02/06/2023,44,union libre,0,18134.67342,10911.22079,4,0,,,,
50000,0.3,60,18,17/05/2023,29,casado,0,8160.351912,8160.351912,1,1,,,,
34000,0.2,60,24,15/05/2023,23,union libre,0,49276.66543,20000.23283,1,0,,,,
60000,0.1,80,18,01/06/2023,49,union libre,0,5000,3399.948134,0,0,39322.16099,2,35,449
34000,0.1,120,24,05/09/2022,26,union libre,0,27063.6239,18505.23226,1,0,47212.51762,2,79,733
34000,0.4,60,24,27/04/2023,42,casado,0,9755.994731,7227.565086,2,0,25036.05507,3,33,526
15000,0.1,80,12,26/09/2022,40,soltero,0,32070.90355,10660.25031,0,0,,,,
60000,0.4,60,12,10/06/2023,69,soltero,0,10509.9669,10468.50764,1,0,80075.66639,2,39,587
60000,0.4,120,12,08/12/2022,36,casado,0,25214.52552,20040.52228,0,0,,,,
60000,0.4,80,6,28/07/2022,52,divorciado,0,57738.3129,33660.79307,1,0,7271.980404,1,43,565
60000,0.1,60,6,06/08/2022,57,divorciado,0,37491.76738,16190.21192,3,0,48681.74544,2,100,465
50000,0.2,80,24,04/04/2023,62,soltero,0,5000,3821.264234,0,1,,,,
22000,0.1,120,18,08/03/2023,43,divorciado,1,39782.6144,24837.27195,0,0,29216.93026,3,13,567
15000,0.1,60,6,17/12/2022,18,divorciado,0,30684.71613,19966.23199,1,0,,,,
15000,0.3,80,6,30/11/2022,45,soltero,0,41129.12674,30565.77319,1,0,49458.54883,2,31,682
15000,0.1,80,24,13/09/2022,65,union libre,0,7968.11787,7183.289047,1,1,31784.77801,0,72,646
34000,0.1,120,12,22/09/2022,45,casado,0,5000,5000,2,0,84479.23597,1,46,357
34000,0.3,80,6,08/04/2023,60,soltero,1,5000,3121.227316,0,0,,,,
22000,0.1,80,12,09/06/2023,50,divorciado,0,47285.29137,24821.2876,1,0,23479.91988,0,11,558
22000,0.2,80,18,10/01/2023,46,soltero,0,40261.74826,25753.53768,0,0,67579.64898,0,41,750
45000,0.1,60,6,08/04/2023,53,union libre,0,35350.57138,22386.9063,0,0,,,,
45000,0.4,60,18,04/06/2023,44,soltero,0,39733.14908,16250.51868,1,1,90792.4596,2,21,716
45000,0.2,120,6,09/09/2022,24,casado,1,40897.42275,24154.0445,1,1,72023.94258,3,52,504
34000,0.4,60,12,31/07/2022,34,union libre,0,5000,2020.53691,0,1,,,,
60000,0.4,120,12,17/03/2023,62,divorciado,1,16997.0498,15931.34078,0,1,85938.30499,0,65,430
34000,0.3,60,24,03/07/2022,30,union libre,0,5000,2308.119772,2,0,,,,
45000,0.4,80,12,04/07/2022,37,divorciado,0,24089.61767,16928.08737,1,0,,,,
15000,0.1,120,12,20/03/2023,27,soltero,0,34948.70145,17076.40847,0,0,93762.20879,1,51,557
34000,0.4,80,18,20/04/2023,75,divorciado,0,6845.689023,5913.856768,0,0,77814.02471,5,54,592
22000,0.2,60,6,12/02/2023,67,soltero,0,41925.93354,21719.76051,2,0,59372.65921,0,102,601
34000,0.3,120,6,11/11/2022,37,soltero,0,13377.94685,12710.04214,0,0,68448.34083,1,26,666
15000,0.3,80,24,02/06/2023,51,divorciado,0,5000,5000,1,1,,,,
45000,0.4,80,12,16/02/2023,42,casado,0,10869.84253,10384.50745,1,0,24255.26812,0,50,527
60000,0.1,120,6,09/04/2023,47,casado,0,14461.27682,5159.976952,3,0,73159.26698,1,44,635
34000,0.3,80,12,04/01/2023,55,casado,0,5000,5000,2,0,22739.72284,1,29,501
50000,0.2,80,6,10/03/2023,55,union libre,1,27634.12434,21314.0985,2,1,19183.75572,0,53,562
22000,0.3,60,18,09/07/2022,43,union libre,1,44854.07781,30400.90424,1,0,36742.06974,0,16,711
34000,0.4,60,12,02/02/2023,72,divorciado,0,32356.22391,10527.3436,2,0,93451.12988,1,23,742
15000,0.4,80,6,02/02/2023,27,union libre,0,39154.50383,21381.83545,2,0,,,,
60000,0.1,80,24,24/12/2022,26,union libre,0,49576.89671,39279.41211,1,0,,,,
15000,0.4,60,24,20/09/2022,35,union libre,0,29124.41832,18204.2685,3,0,,,,
15000,0.1,120,12,09/11/2022,35,casado,1,5000,5000,4,1,71491.62821,3,128,594
50000,0.3,80,6,21/12/2022,29,union libre,0,27930.30428,17535.59203,1,1,52277.22722,4,18,605
45000,0.3,80,24,07/04/2023,27,casado,0,42528.5925,24594.00624,3,0,72993.5878,1,14,571
45000,0.4,80,6,09/05/2023,37,soltero,1,36858.42813,18907.35943,1,0,,,,
50000,0.1,60,24,06/10/2022,28,union libre,0,47162.75906,30229.30214,1,0,74347.96929,0,45,641
34000,0.3,60,12,17/12/2022,46,casado,1,44923.82581,27737.0125,1,0,25745.77472,3,109,497
60000,0.3,80,12,03/02/2023,33,soltero,1,37800.57408,15166.42723,0,0,19267.33049,1,88,580
22000,0.1,120,6,04/08/2022,37,casado,0,39538.43608,22742.4682,4,0,48789.02562,2,62,595
22000,0.3,120,6,28/12/2022,59,soltero,1,23735.27692,18314.76543,2,1,44974.72118,2,38,506
45000,0.2,80,6,05/01/2023,30,casado,0,6159.809463,3002.373365,1,1,62489.52768,0,12,476
45000,0.1,80,12,22/04/2023,36,casado,0,5000,2117.466438,2,0,,,,
15000,0.3,60,12,26/07/2022,44,soltero,0,14201.00364,9239.319047,2,1,90642.91199,1,44,659
50000,0.4,120,6,06/01/2023,18,casado,0,42296.97221,14186.49572,0,1,77250.1358,0,3,683
34000,0.1,120,12,10/04/2023,26,casado,0,17133.07969,15818.05726,0,0,54006.18425,4,61,538
50000,0.2,60,24,05/01/2023,44,soltero,0,32043.05286,24728.56864,3,1,74099.74875,3,67,582
45000,0.3,120,6,17/12/2022,57,union libre,0,45374.40622,39214.64061,3,0,,,,
50000,0.1,120,18,26/12/2022,64,union libre,0,46255.25932,23880.17392,4,0,91077.65941,4,50,515
15000,0.3,60,12,05/08/2022,41,casado,0,5000,3058.007102,0,0,,,,
60000,0.2,60,18,27/09/2022,59,casado,0,21205.81243,19111.29973,1,1,,,,
45000,0.3,120,18,30/12/2022,37,soltero,1,30842.20688,12698.10653,2,0,,,,
60000,0.2,120,12,25/11/2022,53,union libre,0,8429.646922,5087.655935,1,0,,,,
50000,0.2,80,24,23/11/2022,60,divorciado,0,25087.46332,12350.13462,2,0,,,,
50000,0.4,120,18,01/04/2023,18,divorciado,0,25296.63641,18774.79749,0,0,,,,
50000,0.1,80,12,07/02/2023,44,divorciado,0,10325.1717,5705.028612,0,0,80777.1547,0,7,592
34000,0.1,120,6,14/07/2022,65,union libre,0,33668.11802,19026.17247,0,0,,,,
60000,0.1,60,24,28/10/2022,43,soltero,0,62648.75571,40454.62099,1,0,13171.41234,0,49,513
34000,0.4,120,6,07/11/2022,64,divorciado,0,35434.11636,24447.99063,1,1,47608.3119,0,27,590
50000,0.4,80,6,24/11/2022,42,soltero,0,5000,5000,3,0,78084.97756,1,24,613
60000,0.3,60,12,02/09/2022,46,casado,0,19217.99886,15360.70428,0,1,78328.20252,1,86,511
22000,0.1,80,12,02/12/2022,50,soltero,1,27668.39038,18325.50633,1,0,,,,
45000,0.4,60,18,09/07/2022,18,union libre,0,15076.64376,9359.548615,4,0,37414.54771,1,29,599
50000,0.3,80,18,30/04/2023,25,soltero,0,11836.76393,7861.648115,1,1,9733.357997,2,57,481
22000,0.1,60,24,12/12/2022,26,casado,1,43465.17573,24338.76582,0,0,95560.06233,0,37,489
45000,0.3,120,18,06/09/2022,63,divorciado,1,18887.89607,16260.47733,0,0,44332.90431,3,45,476
50000,0.1,80,24,16/06/2023,50,union libre,0,22840.72716,12154.24315,2,1,,,,
